item_id,domain,skill_id,competency,level,question_text,option_a,option_b,option_c,option_d,correct_answer,param_a,param_b,scaffold_step1,scaffold_step2
PROB_DR_055,Xac suat co dien,SKILL_COMB_BASIC,KienThuc_KyNang,NhanBiet,Tung hai đồng xu cân đối đồng thời. Tính xác suất để xuất hiện đúng một mặt sấp.,0.25,0.5,0.4,0.6,B,0.98,-1.56,Xác định không gian mẫu: số kết quả có thể xảy ra của phép thử gieo xúc xắc/đồng xu/chọn phần tử.,Đếm số kết quả thuận lợi cho biến cố cần tính và áp dụng công thức xác suất cổ điển $P(A) = \frac{n(A)}{n(\Omega)}$.
PROB_DR_056,Xac suat co dien,SKILL_COMB_BASIC,KienThuc_KyNang,NhanBiet,Tung $3$ đồng xu cân đối và đồng chất. Tính xác suất để xuất hiện đúng 3 mặt ngửa.,3/11,1/8,1/10,2/8,B,1.11,-1.5,Xác định không gian mẫu: số kết quả có thể xảy ra của phép thử gieo xúc xắc/đồng xu/chọn phần tử.,Đếm số kết quả thuận lợi cho biến cố cần tính và áp dụng công thức xác suất cổ điển $P(A) = \frac{n(A)}{n(\Omega)}$.
PROB_DR_057,Xac suat co dien,SKILL_COMB_BASIC,KienThuc_KyNang,NhanBiet,Tung một đồng xu cân đối và đồng chất một lần. Tính xác suất để xuất hiện mặt sấp.,0.6,0.25,0.4,0.5,D,0.88,-1.44,Xác định không gian mẫu: số kết quả có thể xảy ra của phép thử gieo xúc xắc/đồng xu/chọn phần tử.,Đếm số kết quả thuận lợi cho biến cố cần tính và áp dụng công thức xác suất cổ điển $P(A) = \frac{n(A)}{n(\Omega)}$.
PROB_DR_058,Xac suat co dien,SKILL_COMB_BASIC,KienThuc_KyNang,NhanBiet,Tung hai đồng xu cân đối đồng thời. Tính xác suất để xuất hiện đúng một mặt sấp.,0.5,0.4,0.25,0.6,A,1.01,-1.38,Xác định không gian mẫu: số kết quả có thể xảy ra của phép thử gieo xúc xắc/đồng xu/chọn phần tử.,Đếm số kết quả thuận lợi cho biến cố cần tính và áp dụng công thức xác suất cổ điển $P(A) = \frac{n(A)}{n(\Omega)}$.
PROB_DR_059,Xac suat co dien,SKILL_COMB_BASIC,KienThuc_KyNang,NhanBiet,Tung $3$ đồng xu cân đối và đồng chất. Tính xác suất để xuất hiện đúng 3 mặt ngửa.,2/8,3/11,1/10,1/8,D,1.14,-1.32,Xác định không gian mẫu: số kết quả có thể xảy ra của phép thử gieo xúc xắc/đồng xu/chọn phần tử.,Đếm số kết quả thuận lợi cho biến cố cần tính và áp dụng công thức xác suất cổ điển $P(A) = \frac{n(A)}{n(\Omega)}$.
PROB_DR_060,Xac suat co dien,SKILL_COMB_BASIC,KienThuc_KyNang,NhanBiet,Tung một đồng xu cân đối và đồng chất một lần. Tính xác suất để xuất hiện mặt sấp.,0.6,0.5,0.4,0.25,B,0.91,-1.26,Xác định không gian mẫu: số kết quả có thể xảy ra của phép thử gieo xúc xắc/đồng xu/chọn phần tử.,Đếm số kết quả thuận lợi cho biến cố cần tính và áp dụng công thức xác suất cổ điển $P(A) = \frac{n(A)}{n(\Omega)}$.
PROB_DR_061,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một túi đựng $4$ bi đỏ, $3$ bi xanh và $2$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi xanh.",1/5,2/3,1/3,3/6,C,1.04,-1.2,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_062,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một bình đựng $5$ bi đỏ, $4$ bi xanh và $3$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi không phải màu vàng.",2/4,3/4,3/5,3/6,B,0.81,-1.14,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_063,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một hộp chứa $6$ viên bi đỏ, $5$ viên bi xanh và $4$ viên bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi đỏ.",3/5,2/5,2/7,1/5,B,0.94,-1.08,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_064,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một túi đựng $7$ bi đỏ, $6$ bi xanh và $5$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi xanh.",2/3,1/3,3/6,1/5,B,1.07,-1.02,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_065,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một bình đựng $8$ bi đỏ, $7$ bi xanh và $1$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi không phải màu vàng.",14/16,15/17,15/16,15/18,C,0.84,-0.96,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_066,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một hộp chứa $9$ viên bi đỏ, $2$ viên bi xanh và $2$ viên bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi đỏ.",10/13,9/13,9/15,8/13,B,0.97,-0.9,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_067,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một túi đựng $10$ bi đỏ, $3$ bi xanh và $3$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi xanh.",3/16,2/16,3/18,4/16,A,1.1,-0.84,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_068,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một bình đựng $3$ bi đỏ, $4$ bi xanh và $4$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi không phải màu vàng.",6/11,7/13,8/11,7/11,D,0.87,-0.78,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_069,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một hộp chứa $4$ viên bi đỏ, $5$ viên bi xanh và $5$ viên bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi đỏ.",2/9,1/7,3/7,2/7,D,1.0,-0.72,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_070,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một túi đựng $5$ bi đỏ, $6$ bi xanh và $1$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi xanh.",1/2,1/4,1/3,3/5,A,1.13,-0.66,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_071,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một bình đựng $6$ bi đỏ, $7$ bi xanh và $2$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi không phải màu vàng.",13/17,13/15,14/15,12/15,B,0.9,-0.6,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_072,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một hộp chứa $7$ viên bi đỏ, $2$ viên bi xanh và $3$ viên bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi đỏ.",8/12,6/12,7/12,7/14,C,1.03,-0.54,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_073,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một túi đựng $8$ bi đỏ, $3$ bi xanh và $4$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi xanh.",3/8,1/7,1/5,2/5,C,0.8,-0.48,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_074,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một bình đựng $9$ bi đỏ, $4$ bi xanh và $5$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi không phải màu vàng.",13/20,14/18,12/18,13/18,D,0.93,-0.42,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_075,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một hộp chứa $10$ viên bi đỏ, $5$ viên bi xanh và $1$ viên bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi đỏ.",6/8,4/8,5/10,5/8,D,1.06,-0.36,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_076,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một túi đựng $3$ bi đỏ, $6$ bi xanh và $2$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi xanh.",6/11,7/11,6/13,5/11,A,0.83,-1.8,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_077,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một bình đựng $4$ bi đỏ, $7$ bi xanh và $3$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi không phải màu vàng.",12/14,11/14,10/14,11/16,B,0.96,-1.74,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_078,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một hộp chứa $5$ viên bi đỏ, $2$ viên bi xanh và $4$ viên bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi đỏ.",5/13,4/11,5/11,6/11,C,1.09,-1.68,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_079,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một túi đựng $6$ bi đỏ, $3$ bi xanh và $5$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi xanh.",3/14,3/16,4/14,2/14,A,0.86,-1.62,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_080,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một bình đựng $7$ bi đỏ, $4$ bi xanh và $1$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi không phải màu vàng.",11/13,11/12,10/12,11/14,B,0.99,-1.56,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_081,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một hộp chứa $8$ viên bi đỏ, $5$ viên bi xanh và $2$ viên bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi đỏ.",7/15,8/17,8/15,9/15,C,1.12,-1.5,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_082,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một túi đựng $9$ bi đỏ, $6$ bi xanh và $3$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi xanh.",1/5,3/6,2/3,1/3,D,0.89,-1.44,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_083,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một bình đựng $10$ bi đỏ, $7$ bi xanh và $4$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi không phải màu vàng.",16/21,17/21,17/23,18/21,B,1.02,-1.38,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_084,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một hộp chứa $3$ viên bi đỏ, $2$ viên bi xanh và $5$ viên bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi đỏ.",3/12,3/10,2/10,4/10,B,1.15,-1.32,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_085,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một túi đựng $4$ bi đỏ, $3$ bi xanh và $1$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi xanh.",2/8,4/8,3/10,3/8,D,0.92,-1.26,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_086,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một bình đựng $5$ bi đỏ, $4$ bi xanh và $2$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi không phải màu vàng.",10/11,9/13,8/11,9/11,D,1.05,-1.2,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_087,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một hộp chứa $6$ viên bi đỏ, $5$ viên bi xanh và $3$ viên bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi đỏ.",3/7,2/7,3/9,4/7,A,0.82,-1.14,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_088,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một túi đựng $7$ bi đỏ, $6$ bi xanh và $4$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi xanh.",6/19,6/17,5/17,7/17,B,0.95,-1.08,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_089,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một bình đựng $8$ bi đỏ, $7$ bi xanh và $5$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi không phải màu vàng.",3/5,2/4,3/4,3/6,C,1.08,-1.02,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_090,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một hộp chứa $9$ viên bi đỏ, $2$ viên bi xanh và $1$ viên bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi đỏ.",3/4,3/6,3/5,2/4,A,0.85,-0.96,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
PROB_DR_091,Xac suat co dien,SKILL_ADDITION_RULE,KienThuc_KyNang,NhanBiet,"Một túi đựng $10$ bi đỏ, $3$ bi xanh và $2$ bi vàng. Lấy ngẫu nhiên $1$ viên bi. Tính xác suất lấy được bi xanh.",3/8,1/7,2/5,1/5,D,0.98,-0.9,Phân tích xem các trường hợp xảy ra có xung khắc (rời nhau) hay không.,Tính xác suất từng trường hợp rồi áp dụng quy tắc cộng xác suất $P(A \cup B) = P(A) + P(B)$.
